,주소,geocoding_juso4
17961,"서울특별시 중구 다산로 168, 나동 3층 (신당동, 성원빌딩)",서울특별시 중구 다산로 168
17962,서울특별시 강서구 양천로 690 (염창동),서울특별시 강서구 양천로 690 
17963,"서울특별시 강남구 테헤란로 119 (역삼동, 대호빌딩 4층일부)",서울특별시 강남구 테헤란로 119 
17964,"서울특별시 관악구 관악로 268, 1층 (봉천동)",서울특별시 관악구 관악로 268
17965,"서울특별시 서초구 신반포로 219, 반포쇼핑타운 8동 2층 1~2호 (잠원동)",서울특별시 서초구 신반포로 219
17966,"서울특별시 송파구 오금로 518, 2~6층 (거여동)",서울특별시 송파구 오금로 518
17967,"서울특별시 서초구 동작대로 120, 성산빌딩 3층 (방배동)",서울특별시 서초구 동작대로 120
17968,"서울특별시 강남구 압구정로 312, 4층 일부 (신사동)",서울특별시 강남구 압구정로 312
17969,"서울특별시 영등포구 선유로 59, 402호 (문래동6가, 문래아카데미)",서울특별시 영등포구 선유로 59
17970,"서울특별시 서초구 강남대로 605, 3층 (잠원동, 휴먼타워)",서울특별시 서초구 강남대로 605
17971,"서울특별시 강남구 강남대로 390, 19층, 20층 (역삼동, 미진프라자)",서울특별시 강남구 강남대로 390
17972,"서울특별시 영등포구 영중로 60, 6층 (영등포동5가, 유니온빌딩)",서울특별시 영등포구 영중로 60
17973,"서울특별시 도봉구 도봉로 813, 2층 (도봉동)",서울특별시 도봉구 도봉로 813
17974,"서울특별시 종로구 종로 120, 5층 (종로3가)",서울특별시 종로구 종로 120
17975,"서울특별시 영등포구 여의대방로 375, 303,304호 (여의도동, 아일렉스타워)",서울특별시 영등포구 여의대방로 375
17976,"서울특별시 강남구 남부순환로 2912 (대치동, 207,208,211호)",서울특별시 강남구 남부순환로 2912 
17977,"서울특별시 광진구 강변역로4길 10, 304,305,306호 (구의동, 강변역지너스타워 )",서울특별시 광진구 강변역로4길 10
17978,"서울특별시 중구 세종대로5길 18, 601호 (봉래동1가, 보원빌딩)",서울특별시 중구 세종대로5길 18
17979,"서울특별시 강남구 언주로30길 39, 린스퀘어 4층 (도곡동)",서울특별시 강남구 언주로30길 39
17980,"서울특별시 서초구 강남대로 381, 303(일부)호 (서초동, 두산베어스텔)",서울특별시 서초구 강남대로 381
17981,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 4층 401~407호 (고덕동)",서울특별시 강동구 고덕로 385
17982,"서울특별시 강남구 남부순환로 2806, 군인공제회관,2층 (도곡동)",서울특별시 강남구 남부순환로 2806
17983,"서울특별시 마포구 신촌로 270, 7층 (아현동, 수창빌딩)",서울특별시 마포구 신촌로 270
17984,"서울특별시 서초구 서초중앙로 130, 3층 (서초동)",서울특별시 서초구 서초중앙로 130
17985,"서울특별시 영등포구 여의나루로 71, 동화빌딩 101, 305호 (여의도동)",서울특별시 영등포구 여의나루로 71
17986,"서울특별시 송파구 중대로 97, 2층 (가락동)",서울특별시 송파구 중대로 97
17987,"서울특별시 강서구 공항대로 269-15, 힐스테이트에코마곡 3층 307,308호 (마곡동)",서울특별시 강서구 공항대로 269-15
17988,"서울특별시 강동구 양재대로 1518, 2층 (길동)",서울특별시 강동구 양재대로 1518
17989,서울특별시 서초구 반포대로 287 (반포동),서울특별시 서초구 반포대로 287 
17990,"서울특별시 강북구 도봉로 324, 글로리타워 12층 (번동)",서울특별시 강북구 도봉로 324
17991,"서울특별시 은평구 서오릉로 175, 201호 (구산동, 엘타워)",서울특별시 은평구 서오릉로 175
17992,"서울특별시 강서구 등촌로 235, 2층 (등촌동)",서울특별시 강서구 등촌로 235
17993,"서울특별시 강남구 강남대로 476, urbanhive 12층 (논현동)",서울특별시 강남구 강남대로 476
17994,"서울특별시 성북구 종암로 103, 5층 (종암동)",서울특별시 성북구 종암로 103
17995,"서울특별시 강남구 강남대로 624, 2층 (신사동, ICT타워)",서울특별시 강남구 강남대로 624
17996,"서울특별시 송파구 양재대로 1089  (방이동, 잠실3차한양아파트)",서울특별시 송파구 양재대로 1089  
17997,서울특별시 도봉구 도봉로 927 (도봉동),서울특별시 도봉구 도봉로 927 
17998,서울특별시 중구 남대문로10길 28  (수하동),서울특별시 중구 남대문로10길 28  
17999,"서울특별시 강남구 도산대로57길 6, 지하1,지상2층 (청담동)",서울특별시 강남구 도산대로57길 6
18000,"서울특별시 성북구 동소문로 119-1, 2층 (동선동4가)",서울특별시 성북구 동소문로 119-1
18001,"서울특별시 중구 소공로 70, 1층 (충무로1가, 서울중앙우체국)",서울특별시 중구 소공로 70
18002,"서울특별시 노원구 한글비석로 270, 스카이타워 4층 401,402호 (중계동)",서울특별시 노원구 한글비석로 270
18003,"서울특별시 강동구 천호대로 1015, 10층 (천호동)",서울특별시 강동구 천호대로 1015
18004,"서울특별시 구로구 경인로40길 34, 4층 (개봉동)",서울특별시 구로구 경인로40길 34
18005,"서울특별시 강남구 강남대로 374, 지하1층 (역삼동)",서울특별시 강남구 강남대로 374
18006,"서울특별시 강서구 양천로 73, 멤브로메디컬센터 3층 301-1호 (방화동)",서울특별시 강서구 양천로 73
18007,"서울특별시 영등포구 영신로19길 23, 반석빌딩 3층 302호 (영등포동)",서울특별시 영등포구 영신로19길 23
18008,서울특별시 양천구 공항대로 558 (목동),서울특별시 양천구 공항대로 558 
18009,"서울특별시 성북구 장위로 123, 지상2층 (장위동)",서울특별시 성북구 장위로 123
18010,"서울특별시 강남구 강남대로 408, YBM강남센터 12층 (역삼동)",서울특별시 강남구 강남대로 408
18011,"서울특별시 구로구 경인로 643 (신도림동, 신도림2차동아아파트)",서울특별시 구로구 경인로 643 
18012,"서울특별시 강서구 곰달래로49길 15, 지상2층 (화곡동)",서울특별시 강서구 곰달래로49길 15
18013,"서울특별시 강남구 강남대로 416, 창림빌딩 5층 (역삼동)",서울특별시 강남구 강남대로 416
18014,서울특별시 강서구 양천로 351 2층 (가양동),서울특별시 강서구 양천로 351 2층 
18015,"서울특별시 서초구 강남대로 563, 페이토 8층 (잠원동)",서울특별시 서초구 강남대로 563
18016,"서울특별시 강남구 논현로 842, 압구정빌딩 4층 (신사동)",서울특별시 강남구 논현로 842
18017,"서울특별시 양천구 오목로 197, 이스트만빌딩 5층 (신정동)",서울특별시 양천구 오목로 197
18018,"서울특별시 강서구 양천로30길 123-28, 마곡엔에이치타워 3층 (마곡동)",서울특별시 강서구 양천로30길 123-28
18019,"서울특별시 송파구 백제고분로 460, 3층 (방이동, 쎄컨즈빌딩)",서울특별시 송파구 백제고분로 460
18020,"서울특별시 금천구 시흥대로 272, 2층 (시흥동)",서울특별시 금천구 시흥대로 272
18021,"서울특별시 중랑구 망우로 402, 2층 (망우동)",서울특별시 중랑구 망우로 402
18022,서울특별시 중랑구 망우로 463 (망우동),서울특별시 중랑구 망우로 463 
18023,"서울특별시 노원구 동일로 1374, 미산빌딩 301호 (상계동)",서울특별시 노원구 동일로 1374
18024,"서울특별시 도봉구 노해로65길 17-9, 203호 (창동, 중앙빌딩)",서울특별시 도봉구 노해로65길 17-9
18025,서울특별시 중랑구 동일로 805 (중화동),서울특별시 중랑구 동일로 805 
18026,"서울특별시 노원구 동일로 987, 지하1층, 2층 일부 (공릉동)",서울특별시 노원구 동일로 987
18027,서울특별시 노원구 동일로 987 (공릉동),서울특별시 노원구 동일로 987 
18028,서울특별시 중랑구 동일로 770 (중화동),서울특별시 중랑구 동일로 770 
18029,"서울특별시 강동구 양재대로 1581, 2층 (천호동)",서울특별시 강동구 양재대로 1581
18030,서울특별시 노원구 동일로 987 (공릉동),서울특별시 노원구 동일로 987 
18031,"서울특별시 노원구 동일로 1005, 3,4층 (공릉동, 대정빌딩)",서울특별시 노원구 동일로 1005
18032,"서울특별시 노원구 동일로 1003, 3층 (공릉동)",서울특별시 노원구 동일로 1003
18033,"서울특별시 노원구 동일로 987, 2층 (공릉동)",서울특별시 노원구 동일로 987
18034,"서울특별시 노원구 동일로 1005, 대정빌딩 5,6층 (공릉동)",서울특별시 노원구 동일로 1005
18035,"서울특별시 중랑구 망우로 305, 7층 (상봉동, 거암빌딩)",서울특별시 중랑구 망우로 305
18036,"서울특별시 중랑구 망우로 305, 4층 (상봉동)",서울특별시 중랑구 망우로 305
18037,"서울특별시 서초구 서초대로77길 3, 1208호 (서초동, 아라타워)",서울특별시 서초구 서초대로77길 3
18038,서울특별시 서대문구 증가로 123 (남가좌동),서울특별시 서대문구 증가로 123 
18039,"서울특별시 노원구 동일로 1547, 2,4층 (상계동, 동남빌딩)",서울특별시 노원구 동일로 1547
18040,"서울특별시 성동구 고산자로 207, 4층 (행당동)",서울특별시 성동구 고산자로 207
18041,서울특별시 동대문구 약령중앙로2길 10 (제기동),서울특별시 동대문구 약령중앙로2길 10 
18042,"서울특별시 구로구 새말로 83, 2층 (구로동)",서울특별시 구로구 새말로 83
18043,"서울특별시 중랑구 면목로74길 13, 동원시장약국 면목동 3층 (면목동)",서울특별시 중랑구 면목로74길 13
18044,서울특별시 강남구 학동로 433 (청담동),서울특별시 강남구 학동로 433 
18045,"서울특별시 강남구 학동로 215, 씨엘타워 3층  301,302,305호 (논현동)",서울특별시 강남구 학동로 215
18046,"서울특별시 영등포구 문래로 164, 영등포 SK 리더스뷰 2층 C02호 (문래동3가)",서울특별시 영등포구 문래로 164
18047,서울특별시 종로구 돈화문로 67 (와룡동),서울특별시 종로구 돈화문로 67 
18048,"서울특별시 송파구 백제고분로 187, 3층 302호 (잠실동, 파크인-수)",서울특별시 송파구 백제고분로 187
18049,"서울특별시 금천구 독산로 141, 2층 (시흥동)",서울특별시 금천구 독산로 141
18050,서울특별시 관악구 남부순환로239길 5 (봉천동),서울특별시 관악구 남부순환로239길 5 
18051,"서울특별시 영등포구 도림로31길 4, 위너빌 3층 (대림동)",서울특별시 영등포구 도림로31길 4
18052,"서울특별시 마포구 토정로 222, 2층 205호 (신수동, 한국출판협동조합)",서울특별시 마포구 토정로 222
18053,"서울특별시 은평구 응암로 200, 2층 (응암동)",서울특별시 은평구 응암로 200
18054,서울특별시 중구 다산로33다길 37 (신당동),서울특별시 중구 다산로33다길 37 
18055,서울특별시 금천구 금하로 724 (시흥동),서울특별시 금천구 금하로 724 
18056,"서울특별시 강북구 도봉로 255, 5층 (수유동)",서울특별시 강북구 도봉로 255
18057,"서울특별시 성북구 동소문로46길 31, 1층 (하월곡동)",서울특별시 성북구 동소문로46길 31
18058,"서울특별시 마포구 양화로 48, 2,3층 (합정동)",서울특별시 마포구 양화로 48
18059,"서울특별시 서초구 효령로 120, 6층 (방배동)",서울특별시 서초구 효령로 120
18060,"서울특별시 강남구 논현로 842, 압구정빌딩 7층 (신사동)",서울특별시 강남구 논현로 842
18061,"서울특별시 구로구 경인로59길 8, 태영프라자 304호 (신도림동)",서울특별시 구로구 경인로59길 8
18062,"서울특별시 송파구 올림픽로 104, 동성빌딩 2층 1호 (잠실동)",서울특별시 송파구 올림픽로 104
18063,서울특별시 용산구 한강대로44길 6 (한강로2가),서울특별시 용산구 한강대로44길 6 
18064,"서울특별시 강서구 마곡동로 55, 마커스빌딩 2층 201호 (마곡동)",서울특별시 강서구 마곡동로 55
18065,"서울특별시 강남구 도곡로 405, 삼환 아르누보2 205호 (대치동)",서울특별시 강남구 도곡로 405
18066,"서울특별시 관악구 남부순환로 1922, 302호 (봉천동, 청룡빌딩)",서울특별시 관악구 남부순환로 1922
18067,서울특별시 송파구 오금로 99,서울특별시 송파구 오금로 99
18068,"서울특별시 금천구 디지털로10길 78, 가산테라타워 223,224호 (가산동)",서울특별시 금천구 디지털로10길 78
18069,"서울특별시 종로구 송월길 99, 상가동 2203~2205호 (홍파동, 경희궁자이 2단지)",서울특별시 종로구 송월길 99
18070,"서울특별시 강남구 압구정로 156, 카로시티2빌딩 B1층 101~104호 (신사동)",서울특별시 강남구 압구정로 156
18071,"서울특별시 송파구 송파대로 167, A동 2층 212호 (문정동, 문정역테라타워)",서울특별시 송파구 송파대로 167
18072,"서울특별시 성북구 화랑로 265, 2층 201,202호 (장위동, H하우스 장위)",서울특별시 성북구 화랑로 265
18073,"서울특별시 영등포구 국회대로74길 20, 309호 (여의도동, 맨하탄21리빙텔)",서울특별시 영등포구 국회대로74길 20
18074,"서울특별시 강남구 논현로 868, 구정빌딩 4층 402호 (신사동)",서울특별시 강남구 논현로 868
18075,서울특별시 강남구 삼성로 212,서울특별시 강남구 삼성로 212
18076,"서울특별시 강남구 테헤란로64길 18, 세화빌딩 3층 (대치동)",서울특별시 강남구 테헤란로64길 18
18077,"서울특별시 은평구 은평로 104, 4층 (응암동)",서울특별시 은평구 은평로 104
18078,"서울특별시 강서구 화곡로 342, 포유 2층 201-204호 (화곡동)",서울특별시 강서구 화곡로 342
18079,"서울특별시 성동구 무학로 33, 151동 204호 (하왕십리동, 왕십리뉴타운1구역상가)",서울특별시 성동구 무학로 33
18080,"서울특별시 관악구 관악로 306, 2동 202호 (봉천동, 현대상가)",서울특별시 관악구 관악로 306
18081,"서울특별시 노원구 공릉로35길 2, 2층 (공릉동)",서울특별시 노원구 공릉로35길 2
18082,서울특별시 노원구 공릉로 149 (공릉동),서울특별시 노원구 공릉로 149 
18083,"서울특별시 강남구 언주로174길 15, 구정빌딩 (신사동)",서울특별시 강남구 언주로174길 15
18084,"서울특별시 동대문구 사가정로 148, 104~108호 (전농동)",서울특별시 동대문구 사가정로 148
18085,"서울특별시 강남구 논현로150길 26, 5층 (논현동)",서울특별시 강남구 논현로150길 26
18086,"서울특별시 강서구 화곡로 158, 4층 (화곡동)",서울특별시 강서구 화곡로 158
18087,"서울특별시 마포구 연남로 42, 상가비동 307호,308호 (연남동, 코오롱하늘채아파트)",서울특별시 마포구 연남로 42
18088,"서울특별시 서초구 강남대로 605, 7층 (잠원동, 세양21세기 휴먼TOWER)",서울특별시 서초구 강남대로 605
18089,"서울특별시 도봉구 도당로13길 16, 2층 (방학동)",서울특별시 도봉구 도당로13길 16
18090,"서울특별시 강남구 선릉로 755, 4층 (논현동, 진성빌딩)",서울특별시 강남구 선릉로 755
18091,서울특별시 구로구 경인로 203 (오류동),서울특별시 구로구 경인로 203 
18092,"서울특별시 송파구 풍성로25나길 4, 1층 (풍납동)",서울특별시 송파구 풍성로25나길 4
18093,"서울특별시 서초구 방배천로8길 11, 1층 (방배동)",서울특별시 서초구 방배천로8길 11
18094,"서울특별시 강남구 강남대로 548 (논현동, 건우빌딩)",서울특별시 강남구 강남대로 548 
18095,"서울특별시 성북구 화랑로 254, 대성프라자 1층 (석관동)",서울특별시 성북구 화랑로 254
18096,"서울특별시 서초구 서초대로77길 3, 아라타워 12층 1202(일부),1203,1204호 (서초동)",서울특별시 서초구 서초대로77길 3
18097,"서울특별시 송파구 송파대로 167, B동 310호 (문정동, 문정역테라타워)",서울특별시 송파구 송파대로 167
18098,"서울특별시 서초구 강남대로 415, 대동빌딩 10, 11층 (서초동)",서울특별시 서초구 강남대로 415
18099,"서울특별시 관악구 봉천로 488, 9층 (봉천동, 서호빌딩)",서울특별시 관악구 봉천로 488
18100,"서울특별시 강동구 천호대로157길 14, 나비빌딩 14층 (천호동)",서울특별시 강동구 천호대로157길 14
18101,"서울특별시 중구 명동8나길 9, 명동근린생활시설 4층 (충무로1가)",서울특별시 중구 명동8나길 9
18102,"서울특별시 마포구 양화로 141, 롯데호텔 L7홍대, 3층일부 (동교동)",서울특별시 마포구 양화로 141
18103,서울특별시 영등포구 당산로 90 (당산동1가),서울특별시 영등포구 당산로 90 
18104,"서울특별시 양천구 목동동로8길 23, 202호 (신정동, 메리트윈빌딩)",서울특별시 양천구 목동동로8길 23
18105,"서울특별시 종로구 우정국로 39, 2층 (견지동)",서울특별시 종로구 우정국로 39
18106,서울특별시 서초구 서초중앙로 239  (반포동),서울특별시 서초구 서초중앙로 239  
18107,"서울특별시 강남구 테헤란로 146, 현익빌딩 8층 (역삼동)",서울특별시 강남구 테헤란로 146
18108,"서울특별시 강남구 강남대로 470, 808타워 8층 (역삼동)",서울특별시 강남구 강남대로 470
18109,"서울특별시 강남구 테헤란로 141, 3층 (역삼동, KR타워 )",서울특별시 강남구 테헤란로 141
18110,"서울특별시 강남구 도산대로 134, 4층 (논현동)",서울특별시 강남구 도산대로 134
18111,"서울특별시 구로구 경인로 557, 삼영빌딩 301호 (구로동)",서울특별시 구로구 경인로 557
18112,"서울특별시 강남구 압구정로28길 11, 하피스빌딩 3층 (신사동)",서울특별시 강남구 압구정로28길 11
18113,"서울특별시 마포구 마포대로 53, 202호 (도화동, 마포트라팰리스)",서울특별시 마포구 마포대로 53
18114,"서울특별시 양천구 목동로 203, 5층 (신정동, 로데오빌딩)",서울특별시 양천구 목동로 203
18115,"서울특별시 서초구 서초대로77길 3, 아라타워 7층 (서초동)",서울특별시 서초구 서초대로77길 3
18116,"서울특별시 중구 퇴계로 120, 5층 (남산동1가, 영창빌딩)",서울특별시 중구 퇴계로 120
18117,"서울특별시 용산구 이촌로 224 (이촌동, 리버뷰맨션)",서울특별시 용산구 이촌로 224 
18118,"서울특별시 강남구 도산대로 108, 3층 (논현동)",서울특별시 강남구 도산대로 108
18119,"서울특별시 강남구 봉은사로 535 (삼성동, 트리니티재활병원빌딩, 지하1,2층, 지상1~11층)",서울특별시 강남구 봉은사로 535 
18120,"서울특별시 성동구 매봉길 48, 201,202호 (옥수동)",서울특별시 성동구 매봉길 48
18121,"서울특별시 송파구 석촌호수로 61, 236호 (잠실동,트리지움상가)",서울특별시 송파구 석촌호수로 61
18122,"서울특별시 강서구 마곡중앙12로 3, 오스템임플란트 중앙연구소 2층 (마곡동)",서울특별시 강서구 마곡중앙12로 3
18123,"서울특별시 서초구 강남대로 535, 2층 (반포동, 프린스빌딩)",서울특별시 서초구 강남대로 535
18124,"서울특별시 종로구 종로5길 13, 삼공빌딩 3층 (청진동)",서울특별시 종로구 종로5길 13
18125,서울특별시 강남구 강남대로 416 (역삼동),서울특별시 강남구 강남대로 416 
18126,"서울특별시 서초구 반포대로 118, 2층 (서초동)",서울특별시 서초구 반포대로 118
18127,"서울특별시 성동구 마장로 289, MD빌딩 2층 (마장동)",서울특별시 성동구 마장로 289
18128,"서울특별시 강동구 양재대로 1619, 2층 (천호동)",서울특별시 강동구 양재대로 1619
18129,"서울특별시 종로구 종로 293, 5층 (창신동, 하나저축은행)",서울특별시 종로구 종로 293
18130,"서울특별시 양천구 오목로 225, 2층 (신정동, 부원빌딩)",서울특별시 양천구 오목로 225
18131,"서울특별시 노원구 노해로 456 (상계동, 동방빌딩)",서울특별시 노원구 노해로 456 
18132,"서울특별시 강남구 선릉로 669, 상경빌딩 4(일부)층 (논현동)",서울특별시 강남구 선릉로 669
18133,"서울특별시 강남구 영동대로 713, B1~6층, 7층일부,8층 (청담동)",서울특별시 강남구 영동대로 713
18134,"서울특별시 송파구 석촌호수로 70, 3층 (잠실동)",서울특별시 송파구 석촌호수로 70
18135,"서울특별시 마포구 백범로37길 26, 3층 (신공덕동)",서울특별시 마포구 백범로37길 26
18136,서울특별시 성북구 정릉로31길 6 (정릉동),서울특별시 성북구 정릉로31길 6 
18137,서울특별시 동대문구 사가정로 148 (전농동),서울특별시 동대문구 사가정로 148 
18138,"서울특별시 은평구 은평터널로 196, 2층 (신사동)",서울특별시 은평구 은평터널로 196
18139,"서울특별시 양천구 지양로 73, 2층 (신월동)",서울특별시 양천구 지양로 73
18140,"서울특별시 서초구 동산로 64, 4층 (양재동, WTC빌딩)",서울특별시 서초구 동산로 64
18141,"서울특별시 송파구 풍성로 55, 1층 (풍납동)",서울특별시 송파구 풍성로 55
18142,"서울특별시 서대문구 통일로 413, 606호 (홍제동, 연세스포츠센터)",서울특별시 서대문구 통일로 413
18143,"서울특별시 중구 서소문로6길 46, 4층 (중림동)",서울특별시 중구 서소문로6길 46
18144,"서울특별시 강북구 삼양로 337, 2,3층 (수유동)",서울특별시 강북구 삼양로 337
18145,서울특별시 성동구 왕십리로 410,서울특별시 성동구 왕십리로 410
18146,"서울특별시 마포구 굴레방로 27, 3층 (아현동, 보성상가)",서울특별시 마포구 굴레방로 27
18147,"서울특별시 송파구 문정로 9 (문정동, 문정빌딩)",서울특별시 송파구 문정로 9 
18148,"서울특별시 동대문구 홍릉로 7, 2층 (청량리동)",서울특별시 동대문구 홍릉로 7
18149,"서울특별시 강남구 학동로53길 3-2, 7층 (논현동)",서울특별시 강남구 학동로53길 3-2
18150,"서울특별시 성동구 왕십리로 363-1, 2층 (하왕십리동)",서울특별시 성동구 왕십리로 363-1
18151,서울특별시 영등포구 영중로 67-1 (영등포동6가),서울특별시 영등포구 영중로 67-1 
18152,"서울특별시 용산구 효창원로 132, 3층 (효창동)",서울특별시 용산구 효창원로 132
18153,"서울특별시 종로구 삼일대로 469, 서원빌딩 5층 (경운동)",서울특별시 종로구 삼일대로 469
18154,"서울특별시 강남구 역삼로 310, 한솔필리아 2층 30호 (역삼동)",서울특별시 강남구 역삼로 310
18155,"서울특별시 송파구 백제고분로 75, 올림피아 307호 (잠실동)",서울특별시 송파구 백제고분로 75
18156,서울특별시 용산구 이촌로64길 24 (이촌동),서울특별시 용산구 이촌로64길 24 
18157,"서울특별시 중구 명동7길 6, 4층 (명동1가)",서울특별시 중구 명동7길 6
18158,"서울특별시 강남구 도산대로 108, 12, 13층 (논현동, 렉스타워)",서울특별시 강남구 도산대로 108
18159,"서울특별시 서초구 사평대로 371, 8층 (반포동)",서울특별시 서초구 사평대로 371
18160,"서울특별시 서초구 서초중앙로 227, 8층 (반포동)",서울특별시 서초구 서초중앙로 227
18161,"서울특별시 강남구 압구정로 443, 이유덕 부티크 5층 (청담동)",서울특별시 강남구 압구정로 443
18162,서울특별시 은평구 증산서길 158 (증산동),서울특별시 은평구 증산서길 158 
18163,"서울특별시 송파구 마천로5길 4 (오금동, 삼대양빌딩 5층 가호)",서울특별시 송파구 마천로5길 4 
18164,"서울특별시 동작구 상도로 174, 8층 (상도동)",서울특별시 동작구 상도로 174
18165,"서울특별시 강남구 도산대로 111, S-TOWER, 6층일부,7~8층 (신사동)",서울특별시 강남구 도산대로 111
18166,"서울특별시 서초구 서초대로77길 54, 서초더블유타워 12층 (서초동)",서울특별시 서초구 서초대로77길 54
18167,"서울특별시 강남구 강남대로 606, 403,405호 (논현동, 삼주빌딩)",서울특별시 강남구 강남대로 606
18168,"서울특별시 강남구 강남대로 492, 한맥빌딩 14층 (논현동)",서울특별시 강남구 강남대로 492
18169,"서울특별시 강남구 도산대로1길 6, 2층 (신사동)",서울특별시 강남구 도산대로1길 6
18170,"서울특별시 강서구 방화동로7길 6, 지상3층 (방화동)",서울특별시 강서구 방화동로7길 6
18171,"서울특별시 마포구 삼개로 15-10, 3층 (도화동)",서울특별시 마포구 삼개로 15-10
18172,"서울특별시 양천구 목동서로 155, 지하1층 (목동, 동양파라곤)",서울특별시 양천구 목동서로 155
18173,서울특별시 광진구 광나루로 361,서울특별시 광진구 광나루로 361
18174,"서울특별시 금천구 시흥대로73길 67, 엠타워 7,8,9,14,지하2층 (시흥동)",서울특별시 금천구 시흥대로73길 67
18175,"서울특별시 강남구 선릉로 660, 2층 209호 (삼성동, 브라운스톤 레전드)",서울특별시 강남구 선릉로 660
18176,"서울특별시 강남구 압구정로28길 48, 참빌딩 3층 (신사동)",서울특별시 강남구 압구정로28길 48
18177,"서울특별시 강서구 화곡로 154, 7층 (화곡동, 청산빌딩)",서울특별시 강서구 화곡로 154
18178,"서울특별시 서초구 신반포로33길 27, 305호 (잠원동, 파스텔프라자)",서울특별시 서초구 신반포로33길 27
18179,서울특별시 서초구 신반포로33길 27 (잠원동),서울특별시 서초구 신반포로33길 27 
18180,서울특별시 성북구 동소문로13길 39-1 (동소문동4가),서울특별시 성북구 동소문로13길 39-1 
18181,"서울특별시 강남구 논현로 826, 제이와이(JY빌딩) 2층 (신사동)",서울특별시 강남구 논현로 826
18182,"서울특별시 중구 을지로 100, B동 401호 (을지로2가, 파인애비뉴)",서울특별시 중구 을지로 100
18183,"서울특별시 영등포구 여의나루로 42, 여의도종합상가 504호 (여의도동)",서울특별시 영등포구 여의나루로 42
18184,"서울특별시 송파구 올림픽로 116, 메디씨티 빌딩 10층 (잠실동)",서울특별시 송파구 올림픽로 116
18185,"서울특별시 강남구 논현로 562 , 2층 (역삼동)",서울특별시 강남구 논현로 562 
18186,"서울특별시 영등포구 여의대로 108, 파크원 2층 202호 (여의도동)",서울특별시 영등포구 여의대로 108
18187,"서울특별시 영등포구 여의대로 108, 파크원 2층 207호 (여의도동)",서울특별시 영등포구 여의대로 108
18188,"서울특별시 송파구 올림픽로35길 10, B상가동 5층 506호 (신천동, 파크리오)",서울특별시 송파구 올림픽로35길 10
18189,"서울특별시 성동구 고산자로 342, 2층 (마장동)",서울특별시 성동구 고산자로 342
18190,"서울특별시 송파구 바람드리길 34, 2층 (풍납동)",서울특별시 송파구 바람드리길 34
18191,서울특별시 영등포구 영등포로 196,서울특별시 영등포구 영등포로 196
18192,"서울특별시 노원구 중계로 160, 화인상가아파트 (중계동)",서울특별시 노원구 중계로 160
18193,서울특별시 양천구 신월로 337 (신정동),서울특별시 양천구 신월로 337 
18194,"서울특별시 동대문구 왕산로 178, 3층 (전농동)",서울특별시 동대문구 왕산로 178
18195,"서울특별시 마포구 양화로 191, 1~2층 (동교동)",서울특별시 마포구 양화로 191
18196,"서울특별시 강남구 테헤란로 437, 3층 (삼성동, 삼영빌딩)",서울특별시 강남구 테헤란로 437
18197,서울특별시 송파구 송파대로 369 (석촌동),서울특별시 송파구 송파대로 369 
18198,"서울특별시 중랑구 동일로 679 (면목동, 88병원)",서울특별시 중랑구 동일로 679 
18199,"서울특별시 도봉구 시루봉로 310, 화성빌딩 (도봉동)",서울특별시 도봉구 시루봉로 310
18200,"서울특별시 마포구 성암로 189, 중소기업 DMC 타워 지하1층 B108-1호 (상암동)",서울특별시 마포구 성암로 189
18201,"서울특별시 은평구 불광로 20, 15층 에이-007호 (대조동, 팜스퀘어)",서울특별시 은평구 불광로 20
18202,"서울특별시 강동구 천호대로 1099, 3층 (천호동, 배가빌딩)",서울특별시 강동구 천호대로 1099
18203,서울특별시 강남구 압구정로 436 (청담동) 6층,서울특별시 강남구 압구정로 436 
18204,"서울특별시 강남구 논현로 837, 원방빌딩 1,2,3층 (신사동)",서울특별시 강남구 논현로 837
18205,"서울특별시 강남구 도산대로 104, 1st Avenue 9층 (논현동)",서울특별시 강남구 도산대로 104
18206,"서울특별시 강남구 남부순환로 2615, 306호호 (도곡동, 극동스타클래스)",서울특별시 강남구 남부순환로 2615
18207,"서울특별시 서초구 강남대로 421, 삼영빌딩 3층 (서초동)",서울특별시 서초구 강남대로 421
18208,"서울특별시 강남구 압구정로 152 (신사동, 청아2층)",서울특별시 강남구 압구정로 152 
18209,"서울특별시 서초구 서초대로78길 22, 홍우제2빌딩 5,6층 (서초동)",서울특별시 서초구 서초대로78길 22
18210,"서울특별시 노원구 동일로 1405, KB금융 노원Plaza 8층 (상계동)",서울특별시 노원구 동일로 1405
18211,"서울특별시 관악구 난곡로 98, B동 206-207호 (신림동, 파로스프라자)",서울특별시 관악구 난곡로 98
18212,"서울특별시 도봉구 삼양로 616, 2-5층 (쌍문동)",서울특별시 도봉구 삼양로 616
18213,"서울특별시 노원구 노해로 480, 조광빌딩 9층 902호 (상계동)",서울특별시 노원구 노해로 480
18214,"서울특별시 영등포구 당산로41길 11, 225호 (당산동4가, SK V1)",서울특별시 영등포구 당산로41길 11
18215,"서울특별시 강서구 강서로 242, 2층 205,206호 (화곡동, 강서힐스테이트)",서울특별시 강서구 강서로 242
18216,"서울특별시 마포구 백범로31길 7, 106,107호 (공덕동, 공덕SK리더스뷰)",서울특별시 마포구 백범로31길 7
